,material_id,band_gap,is_gap_direct,symmetry.crystal_system
0,mp-qlf,3.522599999999999,False,trigonal
1,mp-bwno,2.2962,False,tetragonal
2,mp-cdpul,3.0275,False,trigonal
3,mp-bxjad,0.07939999999999901,False,cubic
4,mp-cpiel,4.1024,True,cubic
5,mp-cpica,0.8071,False,cubic
6,mp-bpjw,4.103299999999999,False,hexagonal
7,mp-bsuk,4.241,True,tetragonal
8,mp-bpjv,5.0865,False,hexagonal
9,mp-bsuj,4.4451,False,tetragonal
10,mp-bxhfp,2.0031,False,cubic
11,mp-cdpuu,7.4101,True,cubic
12,mp-cebni,6.0693,False,tetragonal
13,mp-bxaks,0.9887999999999991,False,cubic
14,mp-cpicb,2.895900000000001,False,cubic
15,mp-bxazk,0.49099999999999905,False,cubic
16,mp-bxaor,0.640699999999999,False,cubic
17,mp-bxayt,2.5892,False,hexagonal
18,mp-bxajc,0.3799,False,cubic
19,mp-cpjvj,0.21680000000000002,True,hexagonal
20,mp-bxhdw,0.0517,False,hexagonal
21,mp-ccaw,4.256600000000001,False,cubic
22,mp-cpifw,3.3847,True,cubic
23,mp-bxfqi,0.6253000000000001,False,cubic
24,mp-bavd,0.258499999999999,True,monoclinic
25,mp-bghgo,2.7028,True,cubic
26,mp-bidyb,0.737499999999999,False,monoclinic
27,mp-blgvx,0.7248000000000001,False,monoclinic
28,mp-bpqwb,0.16560000000000002,False,monoclinic
29,mp-bgiva,0.9637000000000001,False,orthorhombic
30,mp-bgivg,0.8722000000000001,False,orthorhombic
31,mp-cryju,0.22080000000000002,True,monoclinic
32,mp-crdlw,0.394499999999999,True,cubic
33,mp-crdlp,0.40240000000000004,True,cubic
34,mp-cqaaz,0.22229999999999903,True,monoclinic
35,mp-cqgbg,0.33329999999999904,False,monoclinic
36,mp-bfwxc,1.288799999999999,False,cubic
37,mp-cryhb,0.5666,False,triclinic
38,mp-cswhe,0.9837,False,triclinic
39,mp-crdni,1.1099,True,monoclinic
40,mp-cqoyc,0.9809,False,orthorhombic
41,mp-bqmz,0.056799999999999004,False,trigonal
42,mp-cqdop,0.533399999999999,False,monoclinic
43,mp-cszyw,2.9324,False,monoclinic
44,mp-bfovh,3.4397,False,monoclinic
45,mp-brfyu,2.858,False,triclinic
46,mp-bwlsx,0.414099999999999,False,triclinic
47,mp-bfvat,1.6367999999999991,False,triclinic
48,mp-crygg,0.188999999999999,False,orthorhombic
49,mp-biwc,0.38720000000000004,True,orthorhombic
50,mp-bfybh,0.5053000000000001,True,monoclinic
51,mp-bfqzx,1.6045,False,orthorhombic
52,mp-cqhdm,1.0895,False,orthorhombic
53,mp-bgrvq,1.0037,True,monoclinic
54,mp-cpbly,0.449999999999999,True,orthorhombic
55,mp-gyl,0.4736,False,monoclinic
56,mp-bfxmb,0.7489999999999991,True,trigonal
57,mp-bmmwj,0.746,False,orthorhombic
58,mp-bmsal,2.5318,True,monoclinic
59,mp-cqcba,2.8072,False,trigonal
60,mp-bfozs,1.0401,False,monoclinic
61,mp-cdzaj,0.2116,False,orthorhombic
62,mp-bxbbq,1.3699,False,orthorhombic
63,mp-oqu,0.4646,False,orthorhombic
64,mp-ckkms,0.062599999999999,False,orthorhombic
65,mp-cqlhl,2.7767,True,monoclinic
66,mp-bghsn,3.5031,False,orthorhombic
67,mp-bpdnu,2.9514,True,tetragonal
68,mp-bsgxv,2.5301,True,monoclinic
69,mp-cqcnk,1.8311000000000002,False,orthorhombic
70,mp-bnhsx,1.4591,False,monoclinic
71,mp-bfpsn,0.6966000000000001,False,trigonal
72,mp-bwzpz,2.8821,False,orthorhombic
73,mp-cqkin,1.894899999999999,False,monoclinic
74,mp-crdiw,2.4575,False,triclinic
75,mp-bfuox,1.9351,True,orthorhombic
76,mp-bfnlt,0.16060000000000002,True,monoclinic
77,mp-cryii,0.8896000000000001,False,monoclinic
78,mp-bixk,0.8340999999999991,False,cubic
79,mp-bgnhx,0.7716000000000001,False,monoclinic
80,mp-bmgpf,0.7439,False,monoclinic
81,mp-crygr,0.44410000000000005,True,monoclinic
82,mp-cryfy,1.276399999999999,True,tetragonal
83,mp-bith,1.2219,True,tetragonal
84,mp-cczj,0.087199999999999,True,trigonal
85,mp-bgloy,1.100399999999999,True,tetragonal
86,mp-bscu,0.41029999999999905,True,tetragonal
87,mp-ogp,0.41909999999999903,False,monoclinic
88,mp-bfrty,1.2212,True,orthorhombic
89,mp-bfsoi,1.4835,False,orthorhombic
90,mp-cqmeu,1.9610999999999992,False,monoclinic
91,mp-bpjq,1.9011,True,triclinic
92,mp-bfwvc,2.0118,False,monoclinic
93,mp-bfrdd,1.7276999999999991,False,monoclinic
94,mp-bcpa,1.873099999999999,True,cubic
95,mp-bfskt,1.71,False,orthorhombic
96,mp-bfbzi,0.34700000000000003,False,orthorhombic
97,mp-cqawt,2.1369,False,orthorhombic
98,mp-bfsxw,2.3697,False,triclinic
99,mp-cpsvt,1.166799999999999,False,monoclinic
100,mp-bogbq,1.3274,False,trigonal
101,mp-bftrj,1.0803,False,monoclinic
102,mp-bfudp,1.9254,False,monoclinic
103,mp-bfzco,1.440099999999999,False,orthorhombic
104,mp-uqu,1.186599999999999,False,orthorhombic
105,mp-blzel,2.2477,False,monoclinic
106,mp-cryfe,0.9013999999999991,False,tetragonal
107,mp-bdxi,1.3818000000000001,False,monoclinic
108,mp-cqayz,1.840399999999999,False,monoclinic
109,mp-bqgj,0.9506000000000001,False,orthorhombic
110,mp-cktng,1.183999999999999,False,monoclinic
111,mp-dbhsi,1.2299,False,monoclinic
112,mp-djmyx,0.9741999999999991,False,orthorhombic
113,mp-ekvtp,1.5694,True,monoclinic
114,mp-elgps,1.0891,False,monoclinic
115,mp-evxih,0.6818999999999991,False,orthorhombic
116,mp-gbkap,0.6684999999999991,False,tetragonal
117,mp-btyj,1.3634,False,monoclinic
118,mp-bwin,1.3001,False,orthorhombic
119,mp-bwqe,0.6242999999999991,False,triclinic
120,mp-bwqu,1.442799999999999,False,triclinic
121,mp-cboy,1.0895,False,orthorhombic
122,mp-cezf,0.12020000000000002,False,monoclinic
123,mp-bfqvh,1.0853,False,monoclinic
124,mp-bfwll,0.37009999999999904,False,monoclinic
125,mp-bitdl,1.000699999999999,False,monoclinic
126,mp-bpqnw,0.012400000000000001,True,monoclinic
127,mp-cpvkj,2.301599999999999,False,triclinic
128,mp-btvq,2.3467000000000002,True,monoclinic
129,mp-iij,1.2289,False,orthorhombic
130,mp-blpbz,1.321,False,triclinic
131,mp-cpiaf,1.7115,True,orthorhombic
132,mp-cryfc,0.0908,True,cubic
133,mp-cszze,0.027700000000000002,True,triclinic
134,mp-elcam,0.191699999999999,False,orthorhombic
135,mp-bgjrn,0.9678,False,orthorhombic
136,mp-bqyus,0.13839999999999902,False,orthorhombic
137,mp-crdke,0.15400000000000003,False,orthorhombic
138,mp-zan,1.7022,False,monoclinic
139,mp-gakdy,2.093499999999999,False,monoclinic
140,mp-rft,0.42639999999999906,False,orthorhombic
141,mp-bltaq,0.48150000000000004,False,triclinic
142,mp-cqdpn,2.4602,False,trigonal
143,mp-crdfy,0.015699999999999003,True,orthorhombic
144,mp-bmsfq,0.1452,False,orthorhombic
145,mp-ckknc,0.058600000000000006,False,monoclinic
146,mp-cszyo,0.06519999999999901,True,triclinic
147,mp-cpxdu,0.7501000000000001,True,orthorhombic
148,mp-cptsm,2.020299999999999,False,monoclinic
149,mp-cqdki,2.1281,True,monoclinic
150,mp-bfylo,1.1402,False,triclinic
151,mp-basy,1.627299999999999,False,monoclinic
152,mp-cpblk,0.022099999999999002,False,orthorhombic
153,mp-bfupc,0.0001,False,monoclinic
154,mp-bqztm,0.020399999999999002,False,triclinic
155,mp-cpiao,0.28080000000000005,False,monoclinic
156,mp-brdr,1.2999,True,monoclinic
157,mp-bwdl,1.9614,False,triclinic
158,mp-bcsgo,2.0439,False,orthorhombic
159,mp-bkgpg,1.7809,False,orthorhombic
160,mp-ceiql,1.098999999999999,False,orthorhombic
161,mp-bnaes,0.038699999999999006,False,monoclinic
162,mp-cpiaq,1.246,False,triclinic
163,mp-cryij,0.099399999999999,False,triclinic
164,mp-gallb,0.153999999999999,False,triclinic
165,mp-cryga,9.999999999998901e-05,True,trigonal
166,mp-gol,1.177099999999999,False,trigonal
167,mp-bfqgp,1.6989,False,trigonal
168,mp-bfyuu,1.627799999999999,False,monoclinic
169,mp-ocw,0.35760000000000003,True,orthorhombic
170,mp-hpx,0.845299999999999,False,trigonal
171,mp-blsep,0.9037000000000001,False,orthorhombic
172,mp-botu,0.18029999999999902,True,cubic
173,mp-byzk,1.563399999999999,True,trigonal
174,mp-bztm,0.39320000000000005,False,triclinic
175,mp-esa,0.023499999999999,True,cubic
176,mp-cryih,0.09489999999999901,True,cubic
177,mp-cpzfq,1.8021,False,orthorhombic
178,mp-bfysc,0.8717,False,trigonal
179,mp-cryhp,0.6774999999999991,True,monoclinic
180,mp-bctgr,1.546999999999999,False,tetragonal
181,mp-crdon,0.0942,True,orthorhombic
182,mp-cryjk,2.5277000000000003,False,monoclinic
183,mp-cqeyu,1.356599999999999,False,monoclinic
184,mp-bfzsy,2.102999999999999,False,triclinic
185,mp-bfzzg,0.306899999999999,False,monoclinic
186,mp-bala,0.5388000000000001,False,cubic
187,mp-bnpmz,2.1569,True,orthorhombic
188,mp-crdig,1.7696,False,triclinic
189,mp-bgajb,2.1573,True,orthorhombic
190,mp-bpeb,0.8305999999999991,False,monoclinic
191,mp-crdin,0.0053,False,monoclinic
192,mp-bnpnz,0.8478,False,trigonal
193,mp-cryge,0.42099999999999904,False,trigonal
194,mp-gfm,0.17849999999999902,False,cubic
195,mp-slf,0.9914000000000001,True,orthorhombic
196,mp-btsu,0.174399999999999,True,orthorhombic
197,mp-ckxov,0.2964,False,orthorhombic
198,mp-cryfs,0.39870000000000005,False,monoclinic
199,mp-ccds,0.39769999999999905,False,orthorhombic
200,mp-cotgj,0.33980000000000005,False,orthorhombic
201,mp-bial,0.5478000000000001,False,trigonal
202,mp-bftsv,0.6242999999999991,False,cubic
203,mp-bjzqe,0.167599999999999,False,triclinic
204,mp-bmiuj,0.256999999999999,False,triclinic
205,mp-bmkmv,0.262399999999999,False,monoclinic
206,mp-bmlvj,0.32160000000000005,True,monoclinic
207,mp-bmmer,0.373899999999999,False,triclinic
208,mp-bmmvp,0.333,False,trigonal
209,mp-crdmd,0.279999999999999,True,triclinic
210,mp-crdmm,0.36599999999999905,False,monoclinic
211,mp-bfrpj,1.0703,False,cubic
212,mp-cqadp,0.012499999999999001,False,cubic
213,mp-ckvnz,1.8371,False,trigonal
214,mp-grr,0.9521000000000001,False,trigonal
215,mp-bfpkn,1.5142,False,monoclinic
216,mp-crdma,0.1705,True,orthorhombic
217,mp-jpc,0.5603,False,trigonal
218,mp-zzs,0.21549999999999903,False,cubic
219,mp-bseb,0.5034000000000001,False,monoclinic
220,mp-ilq,0.17250000000000001,False,cubic
221,mp-bmxvy,0.6233000000000001,True,monoclinic
222,mp-bqxg,1.7207999999999992,True,orthorhombic
223,mp-crykc,2.3921,False,triclinic
224,mp-cryhf,1.599399999999999,False,triclinic
225,mp-cryjc,0.868699999999999,True,monoclinic
226,mp-bewbv,0.463099999999999,False,monoclinic
227,mp-bfugs,1.7787000000000002,True,orthorhombic
228,mp-bora,1.6556000000000002,False,monoclinic
229,mp-bfnku,0.9546000000000001,False,monoclinic
230,mp-bfxux,0.670199999999999,True,orthorhombic
231,mp-bfrio,1.2752,False,orthorhombic
232,mp-cryil,0.403499999999999,False,triclinic
233,mp-cqayq,0.22930000000000003,True,cubic
234,mp-cphzk,0.08070000000000001,False,monoclinic
235,mp-bfobl,0.0041999999999990005,False,monoclinic
236,mp-cqgot,0.6883,False,cubic
237,mp-cszyp,0.9308999999999991,False,triclinic
238,mp-cszyq,1.0997,False,triclinic
239,mp-bqqe,1.5002,False,monoclinic
240,mp-brsa,1.9781,False,tetragonal
241,mp-ifz,0.7290999999999991,False,monoclinic
242,mp-bgjay,0.9788000000000001,True,monoclinic
243,mp-bfomq,0.0205,False,trigonal
244,mp-bfwep,1.2689,False,orthorhombic
245,mp-cpvey,0.30759999999999904,False,tetragonal
246,mp-fya,0.5945,False,orthorhombic
247,mp-crdjk,0.20789999999999903,True,orthorhombic
248,mp-bgkkp,0.23160000000000003,True,monoclinic
249,mp-bgqij,0.198499999999999,True,orthorhombic
250,mp-cpvap,0.47129999999999905,False,tetragonal
251,mp-cryif,0.037299999999999,True,monoclinic
252,mp-crdhq,0.5586,False,orthorhombic
253,mp-crdhr,0.6229,False,orthorhombic
254,mp-wxr,0.008799999999999001,False,monoclinic
255,mp-cryjq,1.0085,False,monoclinic
256,mp-cryjh,0.011200000000000002,True,orthorhombic
257,mp-cqpfc,1.8778000000000001,False,triclinic
258,mp-bcskx,2.051,False,triclinic
259,mp-bfnkp,1.5871,False,trigonal
260,mp-cryhl,0.42760000000000004,False,trigonal
261,mp-cryhv,0.5861000000000001,False,orthorhombic
262,mp-crygv,1.441999999999999,False,trigonal
263,mp-cqdre,0.027000000000000003,True,orthorhombic
264,mp-cqniv,2.4678,False,monoclinic
265,mp-whx,0.7299000000000001,True,cubic
266,mp-bmxsg,1.455899999999999,False,monoclinic
267,mp-cqcts,0.9116000000000001,True,cubic
268,mp-cszxx,0.09469999999999901,True,triclinic
269,mp-mso,0.7841,True,cubic
270,mp-brpqe,0.39829999999999904,False,trigonal
271,mp-bmrvy,0.2621,True,monoclinic
272,mp-olu,0.6102000000000001,True,orthorhombic
273,mp-bmmgm,0.08570000000000001,False,triclinic
274,mp-bmnet,0.10110000000000001,False,triclinic
275,mp-bnatl,0.052999999999999006,True,triclinic
276,mp-crdja,0.048400000000000006,False,trigonal
277,mp-cryie,1.0255,True,triclinic
278,mp-xdt,0.535099999999999,True,orthorhombic
279,mp-baps,0.0009999999999990002,False,orthorhombic
280,mp-blbci,0.5601,False,orthorhombic
281,mp-cryig,0.07099999999999901,False,triclinic
282,mp-cqari,0.026499999999999004,False,monoclinic
283,mp-bfrsv,2.765,False,monoclinic
284,mp-cptxd,1.6736,True,monoclinic
285,mp-bfsxj,1.4049,False,tetragonal
286,mp-cecdp,0.8362,False,triclinic
287,mp-fuprh,1.0937000000000001,False,orthorhombic
288,mp-bfopa,2.6314,False,tetragonal
289,mp-ccyz,1.6805999999999992,False,cubic
290,mp-cesxa,2.3783,False,monoclinic
291,mp-cpblj,0.2921,True,trigonal
292,mp-bfuwc,0.5930000000000001,True,orthorhombic
293,mp-bsdpf,0.7378,False,monoclinic
294,mp-bhnt,1.385999999999999,False,monoclinic
295,mp-cqckr,1.8455,False,triclinic
296,mp-uim,1.4968,False,trigonal
297,mp-bewrp,1.577699999999999,True,monoclinic
298,mp-bkzeq,1.8836,True,orthorhombic
299,mp-cryis,1.257299999999999,False,monoclinic
300,mp-bglse,0.8406,False,monoclinic
301,mp-xts,1.0268,False,tetragonal
302,mp-cesvn,0.6522999999999991,False,monoclinic
303,mp-bseen,0.24230000000000002,False,cubic
304,mp-cecm,0.2197,False,orthorhombic
305,mp-pkn,4.2798,False,cubic
306,mp-bqaqz,3.9999000000000002,True,monoclinic
307,mp-cqnvs,1.9977,False,monoclinic
308,mp-boatf,3.296399999999999,False,orthorhombic
309,mp-cpzkb,2.3274,False,orthorhombic
310,mp-cpzhx,2.7748,True,orthorhombic
311,mp-ruj,3.157,True,orthorhombic
312,mp-bjpi,3.044,True,orthorhombic
313,mp-brgcg,3.8049,False,triclinic
314,mp-crdog,3.4749,True,orthorhombic
315,mp-bfwcx,1.285299999999999,True,orthorhombic
316,mp-bfwec,2.5739,True,monoclinic
317,mp-bfssc,2.8918,False,triclinic
318,mp-cqadq,2.4344,False,monoclinic
319,mp-bfrdi,1.183799999999999,False,triclinic
320,mp-bgjxm,1.2778,False,trigonal
321,mp-cpvvl,2.9907,True,monoclinic
322,mp-bqwb,0.3971,False,triclinic
323,mp-bftzs,0.7834000000000001,False,monoclinic
324,mp-bglct,0.549999999999999,False,monoclinic
325,mp-crdiy,0.13790000000000002,False,monoclinic
326,mp-cryja,0.310299999999999,True,orthorhombic
327,mp-bisw,0.5262,False,monoclinic
328,mp-cbdd,1.0457,False,orthorhombic
329,mp-cesuv,0.7818,False,hexagonal
330,mp-cesuy,1.6897,False,monoclinic
331,mp-cesuz,1.4247,False,monoclinic
332,mp-cesva,1.2491,False,monoclinic
333,mp-cesvm,0.956399999999999,False,trigonal
334,mp-cryfx,0.068299999999999,True,orthorhombic
335,mp-cotbt,0.491799999999999,False,trigonal
336,mp-coths,0.23040000000000002,False,tetragonal
337,mp-brxm,0.5212,False,trigonal
338,mp-bmlzd,0.316899999999999,False,monoclinic
339,mp-bfqqg,1.0752,True,orthorhombic
340,mp-cpiac,0.26180000000000003,False,monoclinic
341,mp-bphs,0.23409999999999903,False,trigonal
342,mp-bxta,0.021099999999999,False,tetragonal
343,mp-cijml,0.12139999999999901,False,cubic
344,mp-eltqk,1.244199999999999,False,orthorhombic
345,mp-bijn,0.730399999999999,False,cubic
346,mp-bglqr,0.6990000000000001,False,monoclinic
347,mp-bxhmx,1.1708,True,cubic
348,mp-cesya,0.2785,False,monoclinic
349,mp-cpbli,2.383,False,trigonal
350,mp-braip,0.9302999999999991,True,orthorhombic
351,mp-braoh,0.6649,False,monoclinic
352,mp-brawc,0.8743000000000001,False,tetragonal
353,mp-cphzj,0.5987,False,trigonal
354,mp-cphzu,2.3612,False,trigonal
355,mp-bghlj,3.7361,False,orthorhombic
356,mp-bjcaj,3.577499999999999,False,trigonal
357,mp-blahq,1.5590000000000002,False,orthorhombic
358,mp-cpibd,2.3561,False,monoclinic
359,mp-blzlk,2.3504,True,triclinic
360,mp-crdhx,2.5782,False,monoclinic
361,mp-brxg,3.4634,False,orthorhombic
362,mp-bfyev,2.4341,False,triclinic
363,mp-cpiaa,0.000399999999999,False,tetragonal
364,mp-ocd,3.6601,False,trigonal
365,mp-bfxce,2.4627,False,orthorhombic
366,mp-bfbhq,1.301899999999999,False,orthorhombic
367,mp-izm,2.3532,False,orthorhombic
368,mp-kav,3.0696,False,monoclinic
369,mp-kcc,2.8161,False,trigonal
370,mp-cphyf,1.976,False,monoclinic
371,mp-hve,2.3498,False,monoclinic
372,mp-cpqtp,2.7068,False,trigonal
373,mp-cqhns,3.306,False,monoclinic
374,mp-bgaeo,2.279699999999999,True,orthorhombic
375,mp-iys,2.692199999999999,False,monoclinic
376,mp-djkms,0.7131999999999991,False,orthorhombic
377,mp-bhxq,0.9522,False,cubic
378,mp-bgmfn,0.8720000000000001,False,monoclinic
379,mp-bgmmc,0.44379999999999903,False,orthorhombic
380,mp-bpijh,0.6022000000000001,False,cubic
381,mp-cjkka,0.9151,False,orthorhombic
382,mp-bhzb,0.9630000000000001,False,orthorhombic
383,mp-bfkvh,0.911899999999999,False,orthorhombic
384,mp-ceswu,0.864699999999999,False,monoclinic
385,mp-cpblh,2.7117,False,trigonal
386,mp-bpir,2.3983,False,tetragonal
387,mp-bsdoz,3.1001,False,cubic
388,mp-bsefv,3.113099999999999,True,monoclinic
389,mp-ckscb,2.8481,False,monoclinic
390,mp-cpufz,2.6793,True,orthorhombic
391,mp-biaj,2.3558,False,tetragonal
392,mp-gjewf,3.2945,False,monoclinic
393,mp-bfkfm,2.3744,False,cubic
394,mp-bbky,0.20849999999999902,False,hexagonal
395,mp-cswki,0.5654,False,orthorhombic
396,mp-csybu,0.746599999999999,False,trigonal
397,mp-ckjsk,0.0131,False,orthorhombic
398,mp-ckkmu,0.8512000000000001,False,hexagonal
399,mp-cqdcp,2.1401,False,monoclinic
400,mp-cqnqm,0.308399999999999,False,monoclinic
401,mp-bfwrm,3.4618,False,monoclinic
402,mp-cqbxv,2.8994,False,monoclinic
403,mp-bntdt,1.8235000000000001,False,monoclinic
404,mp-cqicf,1.238,False,monoclinic
405,mp-crdmt,3.1463,False,triclinic
406,mp-bfxih,2.9047,False,orthorhombic
407,mp-cqmxg,3.4709,False,orthorhombic
408,mp-cqhwe,3.0284,False,triclinic
409,mp-cqiec,3.103,False,monoclinic
410,mp-cqggk,3.2499000000000002,True,monoclinic
411,mp-cqkvb,3.3139,False,triclinic
412,mp-cqopn,0.029199999999999,True,tetragonal
413,mp-boggz,3.2954,True,orthorhombic
414,mp-crdlr,2.8293,False,monoclinic
415,mp-cpwho,1.9599000000000002,False,tetragonal
416,mp-bjpd,2.8242000000000003,False,orthorhombic
417,mp-bnrma,3.0727,True,orthorhombic
418,mp-cqopz,3.46,True,triclinic
419,mp-bwjco,3.1878,True,tetragonal
420,mp-cqbnr,3.157599999999999,True,tetragonal
421,mp-cqhsd,2.354,True,tetragonal
422,mp-cktap,2.4608,False,monoclinic
423,mp-cpyfw,3.0167,False,orthorhombic
424,mp-bogki,0.8284,False,monoclinic
425,mp-brucp,1.396399999999999,False,orthorhombic
426,mp-crdkc,2.8954,True,monoclinic
427,mp-cqjvo,2.6044,True,orthorhombic
428,mp-bkpvj,1.7101000000000002,False,tetragonal
429,mp-bjpw,3.6925,False,monoclinic
430,mp-cqlen,1.992,False,monoclinic
431,mp-bntbr,2.4611,False,monoclinic
432,mp-cpzra,2.8991000000000002,True,monoclinic
433,mp-cqncd,2.2819000000000003,False,monoclinic
434,mp-cqkfi,2.9647,True,monoclinic
435,mp-cqgft,3.3939,False,monoclinic
436,mp-cqoxe,3.464,False,orthorhombic
437,mp-cqhec,2.8782,True,orthorhombic
438,mp-brfka,3.848799999999999,False,triclinic
439,mp-bimei,3.485299999999999,False,monoclinic
440,mp-bfvoh,3.3148,True,orthorhombic
441,mp-bilzg,3.1637,True,orthorhombic
442,mp-bruah,0.291799999999999,False,orthorhombic
443,mp-cqjwc,3.2944,True,monoclinic
444,mp-bfpju,3.1765,False,triclinic
445,mp-bruai,2.4145,False,orthorhombic
446,mp-cqbea,3.1811,False,orthorhombic
447,mp-bftsu,0.738599999999999,True,orthorhombic
448,mp-bfxbn,0.5517000000000001,False,orthorhombic
449,mp-bfrri,1.1892,True,orthorhombic
450,mp-bgiby,0.7838,True,monoclinic
451,mp-shm,0.709299999999999,True,trigonal
452,mp-jfb,1.2453,False,monoclinic
453,mp-bfwnb,1.2604,False,orthorhombic
454,mp-biga,1.3584,True,orthorhombic
455,mp-bfucs,1.1391,False,orthorhombic
456,mp-cphzg,1.879699999999999,False,hexagonal
457,mp-bhwo,1.3877000000000002,True,hexagonal
458,mp-bhxn,0.7684000000000001,False,cubic
459,mp-bhxt,1.3674,True,cubic
460,mp-bghyv,1.5986,True,tetragonal
461,mp-bgjpv,0.9588999999999991,False,monoclinic
462,mp-bhbjx,1.3759000000000001,True,hexagonal
463,mp-bmysa,1.3143,True,tetragonal
464,mp-cpzdw,2.2937,False,tetragonal
465,mp-cqamf,2.279,False,orthorhombic
466,mp-cqkka,1.806899999999999,False,orthorhombic
467,mp-bong,2.4375,False,orthorhombic
468,mp-bwiih,1.9765000000000001,False,orthorhombic
469,mp-bslh,0.11079999999999901,False,tetragonal
470,mp-wdx,2.024299999999999,False,monoclinic
471,mp-zuh,1.9584000000000001,False,monoclinic
472,mp-bcut,1.6215000000000002,False,triclinic
473,mp-bijks,2.1547,False,triclinic
474,mp-crylk,2.5162,False,monoclinic
475,mp-bmsqk,2.0242,False,triclinic
476,mp-crdii,2.3227,False,triclinic
477,mp-crygt,2.019,False,orthorhombic
478,mp-cktwv,1.035999999999999,False,tetragonal
479,mp-utp,2.1219,False,monoclinic
480,mp-cqchu,0.41530000000000006,True,orthorhombic
481,mp-dil,1.5714000000000001,False,orthorhombic
482,mp-bgncz,1.631499999999999,True,tetragonal
483,mp-bkrth,1.979299999999999,False,orthorhombic
484,mp-iny,1.7868,False,orthorhombic
485,mp-cesuq,1.4382000000000001,False,monoclinic
486,mp-bfkvx,1.853899999999999,False,trigonal
487,mp-bkiuw,2.008899999999999,True,orthorhombic
488,mp-bmcis,2.0027,True,orthorhombic
489,mp-mdg,1.7204000000000002,False,trigonal
490,mp-cjlfs,0.115999999999999,False,monoclinic
491,mp-bxo,0.1826,False,tetragonal
492,mp-cesxg,0.49610000000000004,False,orthorhombic
493,mp-cpral,1.1378,False,trigonal
494,mp-cpzdp,1.9686000000000001,True,monoclinic
495,mp-bfore,1.3266,False,tetragonal
496,mp-cqacx,1.2132,False,triclinic
497,mp-mdk,0.6586999999999991,False,monoclinic
498,mp-cpibc,3.4266,False,monoclinic
499,mp-bnrbk,3.3529,True,monoclinic
500,mp-byxu,3.2361,False,cubic
501,mp-cszyg,3.2454,False,triclinic
502,mp-cqjjb,2.1822,False,monoclinic
503,mp-bbri,2.0232,False,monoclinic
504,mp-bsdpa,2.287,False,monoclinic
505,mp-ick,1.3228,False,monoclinic
506,mp-bjjoe,1.9341,True,monoclinic
507,mp-bfxtz,2.4109,False,tetragonal
508,mp-bfvqc,0.18829999999999902,True,tetragonal
509,mp-cqqen,0.21799999999999903,False,triclinic
510,mp-ceswx,0.0334,False,monoclinic
511,mp-ceswz,0.142799999999999,False,monoclinic
512,mp-cpxnv,1.4039000000000001,False,triclinic
513,mp-cklpb,0.6372,False,orthorhombic
514,mp-ceswk,0.38709999999999906,False,monoclinic
515,mp-ceswl,0.055499999999999,False,monoclinic
516,mp-crdgq,1.1739,False,monoclinic
517,mp-cfxzd,0.621799999999999,False,trigonal
518,mp-cetag,0.49760000000000004,False,hexagonal
519,mp-cqkyw,0.18779999999999902,True,monoclinic
520,mp-cpibe,0.0853,True,tetragonal
521,mp-cqnht,0.0001,True,trigonal
522,mp-cryeo,2.4337,False,monoclinic
523,mp-cpibh,0.06519999999999901,False,monoclinic
524,mp-cryej,0.09809999999999901,True,tetragonal
525,mp-bfvve,2.7813,False,monoclinic
526,mp-cqkmp,1.175,True,monoclinic
527,mp-crykj,0.731399999999999,True,tetragonal
528,mp-vrp,0.5397999999999991,False,triclinic
529,mp-cqgxy,0.28939999999999905,False,monoclinic
530,mp-cqepo,1.116299999999999,True,monoclinic
531,mp-cryhh,0.17549999999999902,True,orthorhombic
532,mp-cryls,1.5029,False,monoclinic
533,mp-cryml,0.7599,True,monoclinic
534,mp-csjtw,1.2338,True,monoclinic
535,mp-cpymn,3.1523,True,monoclinic
536,mp-bfquj,3.6368,True,monoclinic
537,mp-bklpc,1.4658,False,monoclinic
538,mp-fbi,1.7739,True,cubic
539,mp-bnhti,2.8326000000000002,False,orthorhombic
540,mp-cszjx,0.015599999999999002,False,trigonal
541,mp-crdjq,0.1423,False,tetragonal
542,mp-beucu,0.094599999999999,False,cubic
543,mp-bfbrz,0.133299999999999,True,trigonal
544,mp-bwzjj,0.28749999999999903,False,monoclinic
545,mp-bfxrc,1.0857,False,monoclinic
546,mp-bimgl,0.5552,False,monoclinic
547,mp-cqfsd,2.555399999999999,False,monoclinic
548,mp-cphyc,1.744799999999999,True,monoclinic
549,mp-cqpdg,1.312699999999999,False,monoclinic
550,mp-crybz,0.07639999999999901,False,trigonal
551,mp-fuw,1.3716,False,monoclinic
552,mp-bjskn,1.6047,False,monoclinic
553,mp-bfpbg,0.8025,False,triclinic
554,mp-bgjuq,1.396399999999999,False,orthorhombic
555,mp-pzt,0.405599999999999,False,triclinic
556,mp-ceiwv,0.2576,False,triclinic
557,mp-ckjwn,0.8147000000000001,False,orthorhombic
558,mp-bgjjl,0.2411,False,orthorhombic
559,mp-bglvr,1.0025,False,orthorhombic
560,mp-bfvtq,2.0214,False,orthorhombic
561,mp-bfukb,1.6662,False,monoclinic
562,mp-bfvhx,1.5732,False,monoclinic
563,mp-bfypt,1.1676,False,monoclinic
564,mp-brza,2.6891,False,monoclinic
565,mp-crdim,0.079999999999999,False,hexagonal
566,mp-cqitr,0.35960000000000003,True,monoclinic
567,mp-bqhm,1.2006000000000001,False,tetragonal
