name,entry_id,spacegroup,ntypes,band_gap,delta_e,stability
P2Pb3O8,6933,C2/m,3,3.446,-2.16994350730384,0.03136440461538381
K2Al2Sb2O7,24163,P-3m1,4,3.517,-2.38708736624241,0.0
BaPb2C2O6F2,24249,R-3m,5,4.369,-2.2113203375796,0.00588764246678997
KIr4O8,14506,C2/m,3,0.0,-1.08007130554077,0.05179016265636238
BaDyFe4O7,21131,F-43m,4,0.0,-2.14979226165192,0.08854253576922666
Li2CuW2O8,16151,P-1,4,1.402,-2.21709998759362,0.012560900916084972
Na2PdSe2O8,23525,P-1,4,1.583,-1.23958404990256,0.0
BaYFe4O7,20650,F-43m,4,0.0,-2.14215079844679,0.09485235419432092
Gd4TiSe4O4,16273,C2/m,4,0.44,-2.77625479363856,0.000848700888019138
BaV2Ni2O8,16526,R-3,4,2.748,-2.25263625465189,0.0
BaBi4Br2O6,11805,I4/mmm,4,0.0,-1.60368681077725,0.13182924211193936
Cu3Se2Cl2O6,22979,C2/m,4,0.0,-0.900469056274751,0.0
Ba2CaTlCu2O7,12241,P4/mmm,5,0.0,-1.83653347457887,0.04428547583848785
Ba3Nb2O8,16400,R-3m,3,4.821,-3.08714777284846,0.0
Li6PBrO5,27017,F-43m,4,5.592,-2.35490832813612,0.0
Ca2Pt3O8,11967,R-3m,3,1.086,-1.63528186207923,0.0
Rb2Al2Sb2O7,19817,P-3m1,4,3.701,-2.37938261624241,0.0
Cs2Al2Sb2O7,19818,P-3m1,4,3.676,-2.37086147701164,0.0
Cu3Te2Br2O6,25969,C2/m,4,0.0,-0.968881873987065,0.006113599392028268
BaBi4Cl2O6,11804,I4/mmm,4,0.0,-1.66268954511621,0.13038386850196737
Cs2Al2As2O7,19820,Imm2,4,3.851,-2.35990296701164,0.0
K4V2O7,23645,C2/m,3,3.694,-2.32974377936312,0.0
V2Te2O7F2,22035,P-1,4,2.114,-2.05280940281918,0.0223054742257882
Ba3V2O8,26543,R-3m,3,3.943,-2.94719268443071,0.0
Ba3Mn2O8,24126,R-3m,3,1.644,-2.31358876165029,0.012008893277228871
Ba3Cr2O8,23011,R-3m,3,0.0,-2.53845759042681,0.010726504452087227
K2Ge2Pb2O7,5786,P-1,4,3.122,-1.83034140701164,0.0
K6Fe2O5,22104,Cm,3,1.527,-1.47412470047863,0.0
K3Mn2O8,20911,R-3m,3,0.0,-1.48984289280414,0.07314498048938645
Cs6Fe2O5,22105,Cm,3,1.803,-1.4057799497094,0.0
Ba3As2O8,24794,R-3m,3,4.291,-2.51730389438693,0.0
Sr3As2O8,26853,R-3m,3,4.17,-2.53097295669462,0.0
Ca3V2O8,25572,C2/m,3,3.549,-2.91284966135379,0.0018973233371810672
BaNi2P2O8,25445,R-3,4,4.031,-2.46126436060194,0.0
Cs2MnV2Br2O6,26598,Cmm2,5,1.587,-2.20606703945271,0.00657702724317044
Al4Cu2O7,16998,F-43m,3,0.0,-2.3009847603481,0.3897202833845994
Tl6TeO6,6853,R-3,3,1.324,-0.961421254508143,0.0
V2Pb3O8,5368,R-3m,3,3.112,-1.9670225667384,0.022122202692310022
H2SO4,7017,C2/c,3,6.664,-1.3989071031281,0.0
TbH3O3,1867,P63/m,3,3.83,-2.03591322340792,0.011585073197882156
PrH3O3,21259,P21/m,3,3.825,-2.0866299230984,0.0005863814285702595
PtO3,342966,Pm-3m,2,0.0,1.09403956809093,1.649690433530307
Cl3O,342984,Pm-3m,2,0.0,1.10663743431597,1.2280189616428296
NO3,343090,Pm-3m,2,0.0,2.72867584425506,3.1339877473901576
Li3O,343096,Pm-3m,2,0.0,-0.832944233969688,0.651746680000002
RhO3,343212,Pm-3m,2,0.0,0.781271513090934,1.561608279780309
BiO3,343228,Pm-3m,2,0.0,0.0151456743409337,0.9790053416553136
CeO3,343389,Pm-3m,2,0.0,-1.58386756628407,0.7007988510303074
Tb3O,343390,Pm-3m,2,0.0,0.499235912530309,1.9826807284161676
Ac3O,343461,Pm-3m,2,0.0,0.0628732604053113,1.5544416792242128
C3O,343498,Pm-3m,2,0.0,3.83864680540531,4.416243496874999
WO3,343612,Pm-3m,2,0.0,-0.281325271909067,2.164445982500003
CrO3,343706,Pm-3m,2,0.0,-0.10496366672388,1.4801999241553123
Ca3O,343716,Pm-3m,2,0.0,-0.155004241469689,1.4429716549999996
NdO3,343743,Pm-3m,2,0.0,-1.63658797815907,0.7052921685303051
PO3,343858,Pm-3m,2,0.0,0.820938988350949,2.836004681140154
Pa3O,343956,Pm-3m,2,0.0,1.58173200853031,2.781065148749998
Na3O,344034,Pm-3m,2,0.0,-0.509535759608425,0.5619498297870874
P3O,344062,Pm-3m,2,0.0,0.601279096810358,1.40730537392604
ErO3,344095,Pm-3m,2,0.0,-1.71587331440907,0.7590454997803051
Er3O,344164,Pm-3m,2,0.0,0.0244450385303114,1.6480466809054788
SiO3,344214,Pm-3m,2,0.0,0.400649029340934,2.705815989780309
NbO3,344232,Pm-3m,2,0.0,-1.07301680690907,1.4146387122339024
HgO3,344274,Pm-3m,2,0.0,1.05957356184937,1.289731760393959
As3O,344285,Pm-3m,2,0.0,0.528060062280311,1.1305913106535819
Np3O,344330,Pm-3m,2,0.0,-0.132162410151558,1.3463331554393745
GaO3,344366,Pm-3m,2,0.0,0.275639326840934,1.589470107795467
SeO3,344380,Pm-3m,2,0.0,0.944848740590935,1.6596796366553126
ScO3,344454,Pm-3m,2,0.0,-1.43379875315907,0.9458198234204616
IO3,344583,Pm-3m,2,0.0,0.815052324983855,1.332398551765156
Cs3O,344760,Pm-3m,2,0.0,-0.208906491469689,0.6778127362499997
Cu3O,344861,Pm-3m,2,0.0,-0.0369588852349376,0.4763593908282507
NiO3,344880,Pm-3m,2,0.0,0.860135603981514,1.5314379229053112
Pd3O,344902,Pm-3m,2,0.0,0.471149203530311,0.7958507274999995
HO3,344933,Pm-3m,2,0.0,1.74146276004489,2.26304751046875
Sr3O,345171,Pm-3m,2,0.0,-0.0450392889696887,1.4277699875000014
ZnO3,345227,Pm-3m,2,0.0,0.490249428090934,1.3151238133106227
PuO3,345243,Pm-3m,2,0.0,-1.94590635064489,0.6066431497803135
Th3O,345311,Pm-3m,2,0.0,-0.359719756151549,1.229122834848451
SO3,345316,Pm-3m,2,0.0,1.35527256958759,2.7621811116666617
GdO3,345408,Pm-3m,2,0.0,-1.70360551378407,0.7230559447803069
GeO3,345442,Pm-3m,2,0.0,0.467469206840934,1.885389244155311
OsO3,345538,Pm-3m,2,0.0,0.786646190590934,2.0336394059389455
Nb3O,345602,Pm-3m,2,0.0,0.18642775103031,1.26390631833333
MnO3,345639,Pm-3m,2,0.0,-0.157031072462034,1.156100157280311
YbO3,345724,Pm-3m,2,0.0,-1.07603061940907,0.8326724222803077
AgO3,345744,Pm-3m,2,0.0,1.12795233621593,1.3211026467366904
Dy3O,345802,Pm-3m,2,0.0,0.0140207835303086,1.6182012350903856
Cd3O,345805,Pm-3m,2,0.0,-0.0386220314696886,0.5812482116666663
Br3O,345808,Pm-3m,2,0.0,0.895628602968434,1.0305294406460406
Tc3O,345923,Pm-3m,2,0.0,0.754887619780312,1.393170271562501
U3O,346013,Pm-3m,2,0.0,0.175338094137241,1.6075751418599409
BaO3,346057,Pm-3m,2,0.0,-0.475242581909066,1.1963387250000004
SnO3,346146,Pm-3m,2,0.0,-0.0484008511218663,1.4190641572803115
N3O,346421,Pm-3m,2,0.0,3.76465405202268,3.9546253891603067
Be3O,346436,Pm-3m,2,0.0,0.236930953530312,1.7200358675000018
Au3O,346523,Pm-3m,2,0.0,0.410174486030312,0.5347946006250006
V2Pb3O8,5730,C2,3,3.032,-1.98694287827687,0.002201891153839952
TaO3,346616,Pm-3m,2,0.0,-1.23294879440907,1.5176985705151562
PmO3,346673,Pm-3m,2,0.0,-1.66317527253407,0.6347228079517111
Pb3O,346685,Pm-3m,2,0.0,0.0607086835303114,0.7269251075000001
ClO3,346762,Pm-3m,2,0.0,1.82633159918615,2.021904137592808
Sm3O,346772,Pm-3m,2,0.0,-0.0549094045946887,1.4871867472326012
NaO3,346813,Pm-3m,2,0.0,0.449003325378022,1.3311563975
HfO3,346847,Pm-3m,2,0.0,-1.85706584565907,1.0281542585303074
Ce3O,346872,Pm-3m,2,0.0,-0.123504674594689,1.34332013288043
CuO3,346934,Pm-3m,2,0.0,0.944627290169185,1.387611461970868
RbO3,346971,Pm-3m,2,0.0,0.956095973090934,1.883457999375001
DyO3,346984,Pm-3m,2,0.0,-1.71236568357573,0.7414291435303126
BeO3,346993,Pm-3m,2,0.0,0.476504895590934,1.9596098095606238
Sn3O,347173,Pm-3m,2,0.0,-0.0079726016080901,0.7606138715743991
Cr3O,347215,Pm-3m,2,0.0,0.0126242315858676,1.096368925370371
Ag3O,347294,Pm-3m,2,0.0,0.157829220405311,0.3331646206249992
TeO3,347305,Pm-3m,2,0.0,0.235870842257602,1.3473463303125002
Te3O,347419,Pm-3m,2,0.0,0.500166461030314,0.987542580729169
LuO3,347478,Pm-3m,2,0.0,-1.71197114065907,0.7640503384204613
Bi3O,347542,Pm-3m,2,0.0,0.292506617280311,0.9066847580384236
B3O,347822,Pm-3m,2,0.0,1.81691188603031,3.0193763941406235
ThO3,347907,Pm-3m,2,0.0,-2.50349594846969,0.6741892335303104
UO3,347945,Pm-3m,2,0.0,-2.09157710754009,1.0394750046874996
BrO3,348025,Pm-3m,2,0.0,1.49212894623698,1.7077301966053566
InO3,348204,Pm-3m,2,0.0,0.0378518005909338,1.1903827792017152
YO3,348237,Pm-3m,2,0.0,-1.66613965815907,0.7580667335303077
Pu3O,348298,Pm-3m,2,0.0,-0.543224085177165,1.01001429939626
Os3O,348444,Pm-3m,2,0.0,1.40983489603031,1.84537015625
CsO3,348463,Pm-3m,2,0.0,1.04361610809093,1.995729783749995
EuO3,348525,Pm-3m,2,0.0,-1.03445244190907,0.756080597795463
Ba3O,348577,Pm-3m,2,0.0,-0.0832418839696887,1.2600211200781264
Mn3O,348640,Pm-3m,2,0.0,0.0987458768714093,1.1178684263940655
HoO3,348815,Pm-3m,2,0.0,-1.7136386952424,0.7509254785303097
Ta3O,348823,Pm-3m,2,0.0,0.34942071103031,1.4496796570000003
PbO3,349096,Pm-3m,2,0.0,0.273033868090934,1.1137273372803116
Si3O,349324,Pm-3m,2,0.0,0.390624814780312,1.5432082949999995
MoO3,349582,Pm-3m,2,0.0,-0.292333419409066,1.8724467446874993
TlO3,349588,Pm-3m,2,0.0,0.593978544340934,1.1797619446704672
Nd3O,349622,Pm-3m,2,0.0,-0.0997822327196882,1.4087293243597583
AsO3,349625,Pm-3m,2,0.0,0.565622704340934,1.7529434573901514
CdO3,349733,Pm-3m,2,0.0,0.515303170590934,1.1351734137272889
SbO3,349771,Pm-3m,2,0.0,0.0617715968409343,1.4182295330151558
CO3,349799,Pm-3m,2,0.0,2.62773288371593,3.7829262666553074
Eu3O,349899,Pm-3m,2,0.0,-0.295540533969688,1.402702995000002
ZnWO4,20537,P1,3,2.343,-1.93359640308584,0.2552737716666602
KReO4,1618,I41/a,3,4.014,-2.13288777391917,0.0
PrCoO3,355073,Pm-3m,3,0.77,-2.34430226741439,0.09447589600000317
MgMn2O4,3611,I41/amd,3,1.145,-2.30470753244363,0.001216527857144989
MgO,327078,R-3m,2,4.983,-2.94499925252271,0.001290304999999936
MgO,337536,Pm-3m,2,2.709,-2.02672341252271,0.9195661450000001
MgO,305994,Pm-3m,2,2.854,-2.18525109252271,0.7610384649999999
Mg3O,348323,Pm-3m,2,0.0,-0.228841320844691,1.244303457916664
Na2Cd2O5,360278,P4/mmm,3,0.0,-0.301333290121896,0.9118916473093358
Mg3O,311127,Fm-3m,2,0.0,-0.0226200708446913,1.4505247079166637
MgO3,313295,Fm-3m,2,0.0,-0.224779291700733,1.2715438435303095
MgO3,346155,Pm-3m,2,0.0,-0.382348464200734,1.1139746710303084
Mg3O,300585,I4/mmm,2,0.0,-0.364267295844691,1.108877482916664
MgAlO3,352304,Pm-3m,3,0.0,-2.37988618936059,0.4803348404999954
MgAsO3,352435,Pm-3m,3,0.0,-0.852044430360586,1.293580592916563
MgO3,302753,I4/mmm,2,0.0,-0.634782124200733,0.8615410110303094
MgBO3,354242,Pm-3m,3,0.0,-1.54589137136059,1.046033373662123
MgBeO3,354326,Pm-3m,3,0.0,-1.63100144936059,0.752540989999996
MgTeO3,352437,Pm-3m,3,0.0,-1.12421593002725,0.9069341001469013
MgAlO3,354259,Pm-3m,3,0.0,-1.16796115736059,1.6922598724999953
MgAsO3,353421,Pm-3m,3,0.0,-1.46020179236059,0.6854232309165591
LiMgO3,353554,Pm-3m,3,0.0,-0.860730729360586,1.033080245000002
MgCdO3,354907,Pm-3m,3,0.0,-0.642943483360587,1.050011219333331
NaMgO3,355066,Pm-3m,3,0.0,-0.208307049530917,1.6121450989999986
NaMgO3,352848,Pm-3m,3,0.0,-1.12719597753092,0.6932561709999956
MgTlO3,352878,Pm-3m,3,0.0,-1.03271557236059,0.6236983134999954
MgSnO3,354117,Pm-3m,3,1.143,-1.72522304873083,0.637778213
MgGaO3,354891,Pm-3m,3,0.0,-0.945726846360586,1.3300069444999998
MgHgO3,353496,Pm-3m,3,0.0,-0.734116938353841,0.6470681286666641
MgAgO3,353187,Pm-3m,3,0.0,-0.490843262860587,0.8321447989999977
LiMgO3,354251,Pm-3m,3,0.0,-1.02772605536059,0.866084918999998
MgSbO3,353515,Pm-3m,3,0.0,-1.47778991236059,0.7423630303749957
MgZnO3,353888,Pm-3m,3,0.0,-1.06222717736059,0.794730838999995
CaMgO3,354087,Pm-3m,3,0.0,-2.04739747536059,0.4990342729999977
MgAl2O4,4171,Fd-3m,3,5.539,-3.22935432895453,0.0016339221428536277
YbMgO3,352589,Pm-3m,3,0.0,-1.38779583336059,1.3176824229999964
MgPdO3,353288,Pm-3m,3,0.0,-0.534689405360587,1.0398345487513927
MgTiO3,353932,Pm-3m,3,0.0,-1.68485915811784,1.5033398949999999
BaMgO3,352760,Pm-3m,3,0.0,-0.737131497360586,1.7165595
MgZrO3,353913,Pm-3m,3,0.718,-2.36017689536059,0.9981283859999976
MgFe2O4,4642,Fd-3m,3,1.421,-2.07985458850145,0.003106030714288721
HfMgO3,353881,Pm-3m,3,1.009,-2.87821912436059,0.6084727819999962
MgNiO3,354086,Pm-3m,3,0.0,-1.10202248264812,0.614398229625003
HoMgO3,352262,Pm-3m,3,0.0,-2.59062175202725,0.5595454100000019
DyMgO3,354040,Pm-3m,3,0.0,-2.61022720669392,0.5313244779999979
MgAuO3,355036,Pm-3m,3,0.0,-0.433720617360586,0.8947058354999989
Mg2O3,355110,Pm-3m,2,0.0,-1.46492442719392,0.910649903999998
MgIrO3,354048,Pm-3m,3,0.0,-1.01685494136059,0.8013672439999979
MgPtO3,354231,Pm-3m,3,0.0,-0.804599613360587,0.8414159369999998
MgMoO3,354628,Pm-3m,3,0.0,-1.04519082136059,1.476001278031669
MgWO3,352768,Pm-3m,3,0.0,-0.858943073360587,1.6960680368457028
MgCdO3,355226,Pm-3m,3,0.0,-1.07384538736059,0.619109315333328
Mg2SiO4,5355,Pbam,3,4.986,-2.90730393669262,0.17136346107142986
MgTi2O4,5493,Fd-3m,3,0.0,-3.06282338932203,0.01369741261749402
MgAl2O4,6015,I41/amd,3,5.531,-3.22983205966881,0.0011561914285738162
LuMgO3,354141,Pm-3m,3,0.0,-2.50633003436059,0.6622743144999936
CeMgO3,353713,Pm-3m,3,0.0,-2.72306199286059,0.28318696399999554
MgCrO3,354610,Pm-3m,3,0.0,-1.93698751521244,0.5646711754721347
MgTiO3,354824,Pm-3m,3,1.692,-2.70066202611784,0.4875370270000001
HfMgO3,355056,Pm-3m,3,1.042,-2.32128864436059,1.1654032619999963
YbMgO3,353424,Pm-3m,3,0.0,-2.16394587936059,0.5415323769999962
MgMoO3,352463,Pm-3m,3,0.0,-1.92412263536059,0.5970694640316689
GdMgO3,354410,Pm-3m,3,0.0,-1.96796607686059,1.1518789129999951
MgRhO3,354839,Pm-3m,3,0.0,-1.06711388336059,0.7356713529999941
KMgO3,352614,Pm-3m,3,0.0,-1.14419994836059,0.6833554319999977
MgGaO3,353462,Pm-3m,3,0.0,-1.59402053036059,0.6817132604999956
CsMgO3,353472,Pm-3m,3,0.0,0.0506691046394135,1.8715152919999973
MgSiO3,350177,Pm-3m,3,2.722,-2.60690033436059,0.47023362824999504
ErMgO3,352379,Pm-3m,3,0.0,-2.57166600536059,0.5867848689999939
MgTcO3,352452,Pm-3m,3,0.0,-1.59824193236059,0.601526133499996
MgCuO3,353099,Pm-3m,3,0.0,-0.518833743697986,1.0240952269999986
TbMgO3,355049,Pm-3m,3,0.0,-2.49720097429392,0.5033340300000018
MgTaO3,353478,Pm-3m,3,0.0,-1.51339082336059,1.483090404999998
MgSnO3,353615,Pm-3m,3,0.0,-1.32380049873083,1.039200763
CsMgO3,352638,Pm-3m,3,0.0,-1.02595676136059,0.7948894259999939
MgVO3,354999,Pm-3m,3,0.0,-1.40955406641751,1.327672479
SrMgO3,353767,Pm-3m,3,0.0,-2.12548660936059,0.3755957269999941
MgWO3,352681,Pm-3m,3,0.0,-1.95126068936059,0.6037504208456999
MgPbO3,353598,Pm-3m,3,0.0,-1.30378842536059,0.5610584069999964
MgBiO3,353658,Pm-3m,3,0.0,-1.50153271836059,0.4561771508430241
MgGeO3,350216,Pm-3m,3,1.576,-1.88217628236059,0.5217395574999999
MgCuO3,354873,Pm-3m,3,0.0,-0.975572287697986,0.5673566829999985
MgPdO3,350033,Pm-3m,3,0.0,-0.798022999360587,0.7765009547513928
MgGeO3,350067,Pm-3m,3,0.0,-0.935964190360587,1.467951649500003
MgTeO3,350212,Pm-3m,3,0.0,-1.17843180802725,0.8527182221469014
MgInO3,354150,Pm-3m,3,0.0,-1.18674322536059,0.9230687231249939
TbMgO3,355229,Pm-3m,3,0.0,-1.87374446629392,1.1267905380000018
MgRuO3,352365,Pm-3m,3,0.0,-0.517109579360586,1.422353031000002
MgFeO3,350183,Pm-3m,3,0.0,-1.59715650704343,0.45944518050000394
MgBO3,350839,Pm-3m,3,0.0,0.337505570639413,2.9294303156621258
MgSbO3,350889,Pm-3m,3,0.0,-1.30797975636059,0.9121731863749958
ErMgO3,355202,Pm-3m,3,0.0,-2.10360870136059,1.0548421729999942
MgOsO3,353785,Pm-3m,3,0.0,-0.242647149360587,1.6704204803999987
SrMgO3,350560,Pm-3m,3,0.0,-0.863890245360587,1.637192090999997
MgHgO3,350661,Pm-3m,3,0.0,-0.38633670435384,0.9948483626666651
MgPaO3,354550,Pm-3m,3,0.0,-2.38073277936059,0.7167160679999953
MgAuO3,350939,Pm-3m,3,0.0,-0.507275565360587,0.8211508874999979
MgSiO3,351078,Pm-3m,3,0.0,-0.737551308360587,2.339582654249998
AcMgO3,352633,Pm-3m,3,0.0,-1.70235964686059,1.2753096069999943
HoMgO3,353292,Pm-3m,3,0.0,-2.07282045002725,1.077346712000002
KMgO3,353227,Pm-3m,3,0.0,0.264231081639413,2.091786462000001
MgNpO3,354093,Pm-3m,3,0.0,-2.27982022100908,1.125950699000005
DyMgO3,353725,Pm-3m,3,0.0,-2.03944662069392,1.1021050639999976
MgAgO3,351033,Pm-3m,3,0.0,-0.608890416860586,0.7140976449999987
NdMgO3,353548,Pm-3m,3,0.0,-2.70142028036059,0.35059965999999365
MgVO3,350064,Pm-3m,3,0.0,-2.23587079841751,0.5013557469999999
PrMgO3,352840,Pm-3m,3,0.0,-1.72766519286059,1.3067651099999942
MgMnO3,350179,Pm-3m,3,0.0,-1.34913378580296,0.9467460580000002
MgBeO3,351420,Pm-3m,3,0.0,-0.557035879360586,1.82650656
MgInO3,353934,Pm-3m,3,0.0,-1.27382711736059,0.835984831124994
PmMgO3,350103,Pm-3m,3,0.0,-2.68976284986059,0.3363427801249941
MgRuO3,350654,Pm-3m,3,0.0,-1.29019127936059,0.649271330999998
MgTaO3,350247,Pm-3m,3,0.0,-2.49008619536059,0.5063950329999978
TmMgO3,350553,Pm-3m,3,0.0,-2.55092307736059,0.6214396709999961
GdMgO3,350771,Pm-3m,3,0.0,-2.64571771286059,0.47412727699999513
BaMgO3,351577,Pm-3m,3,0.0,-2.11204004336059,0.3416509539999959
MgZnO3,351694,Pm-3m,3,0.0,-0.858947039360586,0.998010976999999
MgTcO3,350325,Pm-3m,3,0.0,-0.781767502360587,1.418000563499999
MgReO3,351349,Pm-3m,3,0.0,-0.504940856360587,1.6983867234999972
MgTlO3,351713,Pm-3m,3,0.0,-0.655040770360586,1.0013731154999994
MgO3,321669,P63/mmc,2,0.0,-0.515244030450733,0.9810791047803095
PrMgO3,350476,Pm-3m,3,0.0,-2.71390693286059,0.3205233699999943
AcMgO3,350768,Pm-3m,3,0.0,-2.86746762686059,0.11020162699999414
RbMgO3,351862,Pm-3m,3,0.0,0.246128266639413,2.061055360000001
YMgO3,350605,Pm-3m,3,0.0,-2.59647721636059,0.5214037199999959
RbMgO3,352096,Pm-3m,3,0.0,-1.09001813736059,0.7249089559999982
MgIrO3,352827,Pm-3m,3,0.0,-0.298727845360587,1.519494340000001
NdMgO3,350425,Pm-3m,3,0.0,-1.77637025636059,1.2756496839999936
SmMgO3,350500,Pm-3m,3,0.0,-1.86758747686059,1.2170586299999955
MgMnO3,351905,Pm-3m,3,0.0,-1.79301894780296,0.5028608960000003
MgScO3,353695,Pm-3m,3,0.0,-2.18210790836059,0.9093741184999939
SmMgO3,351154,Pm-3m,3,0.0,-2.67433223886059,0.41031386799999536
PmMgO3,350240,Pm-3m,3,0.0,-1.83425768386059,1.191847946124994
CeMgO3,351054,Pm-3m,3,0.0,-1.67000347886059,1.3362454779999957
EuMgO3,351283,Pm-3m,3,0.0,-1.29440416136059,1.325809435999995
MgNbO3,351416,Pm-3m,3,0.0,-2.32342147136059,0.528524531441187
EuMgO3,355204,Pm-3m,3,0.0,-2.32330801536059,0.29690558199999506
LaMgO3,350137,Pm-3m,3,0.0,-1.82106036736059,1.2843744449999956
MgOsO3,351441,Pm-3m,3,0.0,-1.21313570936059,0.6999319203999959
MgNbO3,352153,Pm-3m,3,0.0,-1.57821382336059,1.2737321794411869
MgReO3,351600,Pm-3m,3,0.0,-1.55825539436059,0.6450721854999943
ThMgO3,350848,Pm-3m,3,0.0,-2.53682643860908,1.183837530000004
LaMgO3,351455,Pm-3m,3,0.0,-2.80933411136059,0.29610070099999586
CaMgO3,354522,Pm-3m,3,0.0,-1.13993212336059,1.406499624999998
MgScO3,351914,Pm-3m,3,0.0,-2.27916605036059,0.8123159764999941
MgPtO3,352193,Pm-3m,3,0.0,-0.384334459360587,1.2616810909999998
MgZrO3,351717,Pm-3m,3,0.843,-2.67598846336059,0.6823168179999977
LuMgO3,351966,Pm-3m,3,0.0,-2.20229136036059,0.9663129884999937
TmMgO3,352173,Pm-3m,3,0.0,-2.14715513136059,1.025207616999996
ThMgO3,352136,Pm-3m,3,2.241,-3.30097477660908,0.4196891920000043
MgUO3,352369,Pm-3m,3,0.0,-2.57459811186541,0.8954969874999934
YMgO3,351941,Pm-3m,3,0.0,-2.00153980436059,1.116341131999996
MgBiO3,350997,Pm-3m,3,0.0,-1.14334160636059,0.8143682628430242
MgUO3,352076,Pm-3m,3,0.0,-2.75476382786541,0.7153312714999935
MgPbO3,350232,Pm-3m,3,0.0,-1.04718492936059,0.8176619029999965
MgRhO3,350614,Pm-3m,3,0.0,-0.518560453360587,1.284224782999997
Mg3O,323837,P63/mmc,2,0.0,-0.245474732094691,1.227670046666664
MgCrO3,352068,Pm-3m,3,0.0,-1.06062271121244,1.4410359794721348
MgV2O4,10132,Fd-3m,3,0.0,-2.68400958832156,0.06695803142857004
Mg2GeO4,1832,Fd-3m,3,3.395,-2.58946205312119,0.0
LiMgVO4,11816,Cmcm,4,3.597,-2.60475654542376,0.0
Mg2VO4,13868,Fd-3m,3,0.0,-2.70300513959042,0.0939536958959879
Mg2SiO4,5352,Fd-3m,3,5.182,-3.01278179740691,0.06588560035713975
Mg2SiO4,5354,C2/m,3,5.096,-3.01255874669262,0.06610865107142994
Na3MgP2HO8,14632,P-1,5,5.342,-2.52262699925705,0.0
MgAl2O4,20391,Cmcm,3,5.403,-3.11962750324024,0.11136074785714367
Mg2Al2O5,357633,P4/mmm,3,1.093,-2.75867634974746,0.40904552563265995
MgGa2O4,20111,Fd-3m,3,3.478,-2.3840365253831,0.011969955714284275
Mg2SnO4,21317,Fd-3m,3,2.237,-2.51456503409994,0.015090028928376853
MgNpO3,355054,Pm-3m,3,0.0,-2.76730522900908,0.6384656910000048
PuMgO3,352318,Pm-3m,3,0.0,-2.33927620634925,0.8812792169999968
MgCr2O4,16634,I41/amd,3,2.765,-2.6852475980286,0.0026833714285698917
Mg2Be2O5,356749,P4/mmm,3,0.0,-1.20253299196968,1.4355459780636532
MgCr2O4,20381,I41/amd,3,2.752,-2.6850787480286,0.002852221428570001
Mg2Si2O5,355506,P4/mmm,3,1.738,-2.31142005308079,0.5953583756977792
BaCa2MgSi2O8,27097,P-3,5,5.499,-3.23722528115691,0.0155138292144805
BaNa2MgP2O8,24090,P-3,5,5.4,-2.86103949755856,0.0
MgRh2O4,30721,Fd-3m,3,1.17,-1.50142472181167,0.00923239001138354
Mg2B2O5,356168,P4/mmm,3,0.0,-0.547283845303012,2.3326325380555577
Mg2As2O5,357764,P4/mmm,3,0.0,-1.36948607752523,0.7464101503249663
MgIn2O4,20112,Fd-3m,3,2.102,-2.13361911752596,0.02535616490244985
Mg6MnO8,4688,Fm-3m,3,2.456,-2.75384337028279,0.0
Mg2BiPO6,13276,Cmcm,4,3.798,-2.58538806475658,0.0006598654999998566
Mg2Te2O5,357766,P4/mmm,3,0.0,-1.5634698304882,0.4565206932333692
Mg2Pd2O5,355362,P4/mmm,3,0.0,-1.03686989530301,0.6609203009008884
Mg2Sb2O5,356218,P4/mmm,3,0.0,-1.73159574641412,0.4956804076679002
Ba3MgNb2O9,20712,P-3m1,4,2.774,-3.1070445994717,0.0
Mg2Au2O5,356268,P4/mmm,3,0.0,-0.743676937525235,0.7220509509332829
K6MgO4,2146,P63mc,3,2.028,-1.49666417388015,0.0
Mg2BiAsO6,13277,Cmcm,4,3.581,-2.15636742836059,0.008666328499995934
Mg2Si2O5,356407,P4/mmm,3,0.0,-1.62839904974746,1.278379379031109
Ba3MgTa2O9,20711,P-3m1,4,3.445,-3.2549232774717,0.0
Gd2MgIrO6,26947,P21/c,4,0.0,-2.78450712844392,0.03284125824999773
Pr2MgIrO6,26949,P21/c,4,0.0,-2.71016765044392,0.0
Ba2Mg2O5,356906,P4/mmm,3,0.0,-2.41630718974746,0.19859124166351183
Mg3Nb6O11,22568,P-3m1,3,0.298999999999999,-2.62686985010832,0.0
CaMgAsO4F,10249,C2/c,5,4.366,-2.7591109783516,0.0
Mg2Ag2O5,356362,P4/mmm,3,0.0,-1.10135302252523,0.3583322065142618
Nd2MgIrO6,26948,P21/c,4,0.0,-2.72621564694392,0.005290818124996655
Mg2Ge2O5,355396,P4/mmm,3,0.0,-1.63594969863635,0.7065721355056904
Sm2MgIrO6,26950,P21/c,4,0.0,-2.75319566344392,0.01995077556249658
MgTi2O5,6886,Cmcm,3,2.677,-3.20932444451662,0.0
Mg2Te2O5,355541,P4/mmm,3,0.0,-1.14486745271042,0.8751230710111493
Gd2Mg2O5,356100,P4/mmm,3,2.48,-3.07790318363635,0.33857421042816194
Mg2Ge2O5,355545,P4/mmm,3,0.0,-1.75534295752523,0.5871788766168105
Mg2Zn2O5,357023,P4/mmm,3,0.0,-1.39523529085857,0.6577498816923668
Mg3B2O6,4510,Pnnm,3,5.69,-2.90013890616114,0.0
Mg2Tl2O5,357042,P4/mmm,3,0.0,-1.03314609974746,0.7970122727376134
