name,entry_id,spacegroup,ntypes,band_gap,delta_e,stability
RbSrCO3F,24079,P-6m2,5,4.452,-2.66067915346677,0.0
Ba2CuHgO4,13616,P4/mmm,4,0.0,-1.81400995127104,0.017304321874995088
CrBO3,8045,R-3c,3,,-2.5888448613791,0.0027259150000049637
K2Ti2O5,6681,C2/m,3,3.123,-2.85905801299625,0.0
SmCuSeO,13591,P4/nmm,4,1.933,-2.12595974251644,0.0
Nd2CuO4,2368,I4/mmm,3,0.0,-2.82806817502886,0.006621819388346495
LiReO3,6488,R3c,3,,-1.92904235252725,0.0589508419092768
Ba2YbRuO6,10016,Fm-3m,4,0.0,-2.48983072852725,0.002968934000002754
CsIO3,11402,Pm,3,2.777,-1.23960117101292,0.0013559509999958586
MgTiO3,9934,R-3,3,3.496,-3.17551582911784,0.012683223999999882
Ba2YBiO6,12007,Fm-3m,4,2.291,-2.65584274352725,0.012459261000000055
PrNiO3,12587,R-3c,3,0.0,-2.31048174831479,0.04203794999999788
YMnO3,13174,P63/mmc,3,0.0,-2.94022457996963,0.01899446133333038
CuH2O2,12483,Cmc21,3,0.0,-0.923698182562572,0.11919100350000089
Ba2LaRuO6,6834,P-1,4,0.402,-2.61022325752725,0.0017383620000019917
TiO,10207,C2/m,2,0.0,-2.74276185983251,0.038597880000000195
Ba2SrIrO6,13302,R-3m,4,0.0,-2.28876256752725,0.014458473000003025
Li4UO5,3913,I4/m,3,3.42,-2.63930431119179,0.0
CaIrO3,4775,Cmcm,3,0.0,-1.94158298052725,0.013970262200003303
SCl2O2,11742,Fdd2,3,3.916,-1.09206179840182,0.0
InBO3,13541,R-3c,3,3.162,-2.30002417352725,0.0
SbPbClO2,6694,Cmcm,4,2.024,-1.55474255347533,0.0
MnInO3,12359,P63/mmc,3,0.0,-1.91098108696963,0.02966752242280668
Li4NpO5,13476,I4/m,3,2.916,-2.51754212676363,0.0
LaCuO3,13219,R-3c,3,0.0,-2.23620510786465,0.06288047000000185
Sr2MgIrO6,14022,Fm-3m,4,0.0,-2.31765146844392,0.007425590000000426
NiCO3,11410,R-3c,3,3.575,-1.55362839431479,0.0
LiH2IO,15375,Pm,4,3.886,-1.25282814353508,0.0
SrTiO3,10213,I4/mcm,3,1.87,-3.3509864702845,0.0030453110000046024
TiZnO3,4175,R-3,3,2.955,-2.58906115528451,0.026421208047691547
Ca2TiSiO6,14957,Fm-3m,4,2.419,-3.22222570540588,0.10783615025031912
SrBiClO2,15124,Cmcm,4,3.533,-2.26038460547533,0.0148830599999998
LiNbO3,15922,R-3c,3,2.64,-2.70226387452725,0.03516930099999982
Ag2PbO2,4511,C2/c,3,1.298,-0.708051768351503,0.006617559699998221
MnGeO3,13145,R-3,3,2.017,-2.02396760496963,0.019758810999997323
LiNbO3,5489,R3c,3,3.459,-2.73743317552725,0.0
Ba2PrSbO6,13993,Fm-3m,4,4.193,-2.82597036377725,0.006852501000002675
BaBiO3,12531,Fm-3m,3,0.0,-2.04857937052725,0.022319924000000047
MgTePb2O6,15358,Fm-3m,4,2.604,-1.70334302877725,0.021152405168119115
Rh2O3,6305,R-3c,2,0.638,-0.911182091527253,0.025222028499996996
Ba2YbBiO6,14587,R-3,4,0.0,-2.36792176402725,0.006800546000002239
Ba2NdMoO6,4929,Fm-3m,4,0.0,-2.92949310702725,0.00811758488872849
BaCO3,16021,P63/mmc,3,3.94,-2.40123087302725,0.11448916699999989
Ba2DySbO6,6992,Fm-3m,4,3.838,-2.93056087669392,0.001337649999999524
NaSbO3,14078,R-3,3,2.988,-1.91770299769758,0.004535051000000179
Pb2O3,6711,P21/m,2,0.0,-0.830232376527253,0.4116794187499986
K2HBrO,14149,P21/m,4,3.845,-1.65310991709575,0.0
BaBiIO2,16658,Cmcm,4,2.98,-2.02995092083717,0.0
SrBiBrO2,16656,Cmcm,4,3.225,-2.18467532083467,0.0
Cs3AuO,14112,Cmcm,3,1.497,-0.841443112175751,0.0
CuSiO3,15832,Pmma,3,0.0,-2.06250168486465,0.11424564600000053
PbSO3,5960,P21/m,3,3.434,-1.60518909332992,0.06305417525000356
LaCrO3,15972,R-3c,3,2.077,-3.1564447493791,0.011647114499999667
CaBiClO2,15123,P21/m,4,3.662,-2.28494069447533,0.0
TiFeO3,14286,R3c,3,1.501,-2.57461915696735,0.027901568533277743
Na4UO5,4125,I4/m,3,3.327,-2.48072230953245,0.0
SrBiIO2,16657,Cmcm,4,2.912,-2.04620165083717,0.0
Ba2HoRuO6,16906,Fm-3m,4,0.27,-2.68757558686058,0.0027463460000052287
Ba2YReO6,16302,Fm-3m,4,0.0,-2.85766728152725,0.006500700999999776
Ba2FeReO6,19097,Fm-3m,4,0.0,-2.37209752286868,0.03365627300000007
PbCClO2,16929,C2/m,4,2.906,-1.42708445297533,0.04671126024999528
TlSbO3,13943,R-3,3,2.398,-1.54480077552725,0.0
BaNdMn2O6,19389,P4/mmm,4,0.0,-2.60801868346963,0.02785694824999796
CeBO3,16921,P21/m,3,4.63,-3.26126145102725,0.012511068499999833
Ba2CuTeO6,15695,I4/m,4,0.0,-1.99443423102929,0.03149957349999788
Na3MoO3F3,16652,R3,4,4.036,-2.68702941675845,0.0
K3MnO4,18951,Cm,3,2.037,-1.68113369134086,0.0171173512499998
Al2O3,14842,C2/m,2,4.845,-3.25358295452725,0.011483072999999955
BaTiB2O6,16708,R-3,4,2.317,-3.02892897390588,0.004202192999999355
Ba2CdReO6,19102,Fm-3m,4,0.0,-2.29575175902725,0.02302565550000235
Ba2MnMoO6,16801,Fm-3m,4,0.823,-2.67314532274844,0.0013656559999999374
InFeO3,12707,P63/mmc,3,0.913,-1.7411188042101,0.005787549874999964
Ba2CaReO6,19103,Fm-3m,4,0.0,-2.75101683502725,0.0005169810000023034
Ba2NdNbO6,19043,Fm-3m,4,2.992,-3.19417144202725,0.017063579000002438
Ba2ZnReO6,19100,Fm-3m,4,0.0,-2.36093783102725,0.014624023000001873
Ba2HoNbO6,19048,Fm-3m,4,3.055,-3.30710076986059,0.004712521999995722
CaFeClO2,16586,C2/m,4,1.6,-2.32366973815817,0.0
LiC2O2,19812,C2/m,3,2.381,-1.2401999663515,0.2573409502500035
KCrO2,7225,R-3m,3,2.908,-2.16931485150419,0.002399972500001901
SrHfO3,20450,P4/mbm,3,3.957,-3.63707088452725,0.01591481299999975
Ba2TbBiO6,14586,C2/m,4,2.293,-2.60432019949392,0.0
Ba2GdNbO6,19046,Fm-3m,4,3.024,-3.27137509927725,0.007682904000002377
Ba2NaReO6,19105,Fm-3m,4,2.043,-2.52462836811242,0.007354430999999995
Ba2PrIrO6,19682,Fm-3m,4,0.0,-2.50222652627725,0.006008328000002283
Ba2YIrO6,19630,Fm-3m,4,0.0,-2.59653589402725,0.0037982590000038563
Ba2YbNbO6,19051,Fm-3m,4,0.0,-2.99542385652725,0.06543218000000284
BaLaMn2O6,19387,P4/mmm,4,0.0,-2.65048545196963,0.008433300749998374
La2MgMnO6,19512,R-3,4,2.204,-3.07064722866511,0.0016809250000000553
Ba2NdRuO6,19950,Fm-3m,4,0.322,-2.58783618502725,0.005167631000002171
Ba2MgReO6,19098,Fm-3m,4,0.0,-2.67265846894392,0.0032768440000001675
BaBiO3,19530,R-3,3,0.37,-2.07089929452725,0.0
LaMnO3,19259,C2/c,3,0.0,-2.92073779996963,0.011410341499999976
Ba2TlCuHgO5,15372,I4mm,5,0.0,-1.5619819611047,0.0774985370000036
FeCO3,17018,R-3c,3,0.0,-1.5319824707101,0.17068681600000057
Ba2HoSbO6,19412,Fm-3m,4,3.97,-2.93860472836059,0.0011308259999962544
SrHfO3,20451,Imma,3,4.125,-3.64599578652725,0.006989910999999793
CsC2O2,19815,C2/m,3,2.763,-1.2133184043515,0.20019111825000402
Ba2PrRuO6,19949,Fm-3m,4,0.309,-2.56700908127725,0.007892578000002981
Sr2TaGaO6,21875,I4/m,4,4.174,-3.01362744802725,0.003327661999999787
PrAlO3,21070,R-3c,3,4.446,-3.49748820802725,0.002088753000000221
Ba2NdBiO6,14585,C2/m,4,2.134,-2.60616499452725,0.0
Ba2LaTaO6,20286,R-3,4,3.878,-3.34328947252725,0.0005573049999996194
Sr2FeMoO6,19385,I4/m,4,0.0,-2.57350043536868,0.022023434499999883
LaAlO3,20821,R-3c,3,4.069,-3.55792726752725,0.0032352809999998122
Ba2LaRuO6,19948,R-3,4,0.399999999999999,-2.60962897852725,0.002332641000001967
Al2O3,20393,Cmcm,2,4.722,-2.98481908552725,0.2802469419999998
SrSnO3,19725,Imma,3,2.115,-2.48733774189749,0.007812349500000426
Sr2FeMoO6,20093,Fm-3m,4,0.0,-2.57218977936868,0.023334090499999682
Ba2LaSbO6,19694,R-3,4,4.351,-2.86805067702725,0.00043004500000254353
SrSnO3,19726,I4/mcm,3,1.97,-2.48265621389749,0.012493877500000306
Sr2FeMoO6,19493,I4/mmm,4,0.0,-2.57180109836868,0.023722771499999684
Ba2LiReO6,19104,Fm-3m,4,1.909,-2.56741387802725,0.0024759709999999657
Ba2UCdO6,21261,Fm-3m,4,3.092,-2.81805541277966,0.024300788000001905
Ba2NdSbO6,19696,R-3,4,4.177,-2.84849801952725,0.004729996000002679
Ba2TbIrO6,21809,Fm-3m,4,0.0,-2.53744141499392,0.0013720405000001712
AlBiO3,21824,R3c,3,2.981,-2.32914911452725,0.05913638512499997
Ba2MnReO6,19101,Fm-3m,4,0.0,-2.51219126224844,0.0021608300000002245
BaPrMn2O6,19388,P4/mmm,4,0.0,-2.60905283671963,0.01869717324999831
Ba2NbInO6,19053,Fm-3m,4,3.671,-2.79866341252725,0.0019446570000001273
Ba2EuNbO6,19045,Fm-3m,4,0.0,-2.94460809752725,0.06537821475000039
CeAlO3,21142,I4/mcm,3,3.454,-3.47504260902725,0.0039801049999996785
Ba2YbTaO6,20844,Fm-3m,4,0.0,-3.11943896552725,0.0561010970000031
La2VReO6,21523,Fm-3m,4,0.276999999999999,-2.72783127455571,0.269447995125002
SrTiO3,22458,Ima2,3,2.021,-3.3524676652845,0.0015641160000048338
CaSiO3,22967,I4/mcm,3,4.383,-3.05392952052725,0.23817205533334018
Ba2BiIrO6,22097,Fm-3m,4,0.0,-1.95047999802725,0.01887660293940341
Ba2LaIrO6,19629,R-3,4,0.0,-2.54278168752725,0.0003286579999999262
Ba2CaReO6,21845,I4/m,4,0.0,-2.75049799202725,0.00103582400000235
VHgO3,14798,P-1,3,1.787,-1.72608448657743,0.0
Ba2PrSbO6,19695,R-3,4,4.328,-2.83152211277725,0.0013007520000027917
Ba2NdMoO6,21889,I4/m,4,0.0,-2.93301801102725,0.004592680888728662
Ba2UZnO6,21528,Fm-3m,4,3.104,-2.88268773277966,0.0
Ba2UCuO6,21189,I4/mmm,4,0.0,-2.62447630194836,0.10611470774999976
Ba2ErNbO6,19049,Fm-3m,4,3.069,-3.31689810752725,0.0038435930000031426
Ba2LaTaO6,20285,C2/m,4,3.884,-3.34384677752725,0.0
TiZnBi2O6,20589,P4mm,4,0.818,-1.99315921290588,0.06239551220763406
Sr2MnNbO6,22363,Fm-3m,4,0.0,-2.84453030374844,0.033419954499998905
Ba2DyNbO6,19047,Fm-3m,4,3.073,-3.29627948919392,0.005908198999998948
Ba2FeMoO6,23298,I4/mmm,4,0.0,-2.53526733036868,0.033317786999999655
AgBiO3,15750,R-3,3,0.0,-0.848212068027253,0.05400269302276206
TaCuO3,20885,R3c,3,1.372,-2.34435910286465,0.061486099500006386
Ba2TmNbO6,19050,Fm-3m,4,2.952,-3.32972417352725,0.0026849650000024816
Ba2LuRuO6,22852,Fm-3m,4,0.253,-2.71689714502725,0.0012213880000020438
CeAlO3,23141,Imma,3,3.768,-3.47697535502725,0.0020473589999996378
Ba2CaTeO6,23237,Fm-3m,4,3.459,-2.62710585186059,0.00265957199999578
CaSiO3,22968,Imma,3,4.354,-3.05442946152725,0.23767211433334
CeAlO3,23142,R-3c,3,3.475,-3.47310267702725,0.005920036999999656
Ba2LuNbO6,19052,Fm-3m,4,3.13,-3.34268633902725,0.002441066999999908
LaAlO3,22214,C2/c,3,3.958,-3.55700368052725,0.00415886799999976
Ba2FeReO6,19915,I4/mmm,4,0.0,-2.37174835486868,0.034005441000000136
NdCrS2O,22783,C2/m,4,0.0,-2.21006871363295,0.0
CaIrO3,20188,Cmc21,3,0.0,-1.94089753252725,0.014655710200003336
LaAlO3,22217,Fmmm,3,3.675,-3.55640426352725,0.004758284999999862
CdSnO3,22413,R-3,3,1.273,-1.70058931289749,0.003729706999999971
HgAsO3,25361,P-31m,3,1.492,-1.18596153152051,0.0
TbMn2BiO6,20491,Fm-3m,4,0.0,-1.55790640193629,0.7378260537500019
Ba2GdNbO6,21892,I4/m,4,3.165,-3.27722463427725,0.001833369000002083
LaAlO3,22216,Imma,3,3.963,-3.55736436352725,0.003798184999999954
LaAlO3,22172,R-3c,3,3.976,-3.55755951352725,0.00360303499999981
SrMoO3,22081,I4/mcm,3,0.0,-2.60909595952725,0.02813200018127482
Ba2SrTeO6,23235,R-3,4,3.596,-2.56497857186059,0.0
CdBiClO2,24227,P21/m,4,3.115,-1.44664561147533,0.0
Ba2YRuO6,22851,Fm-3m,4,0.0,-2.66405152502725,0.0030618110000002474
CaTiO3,20639,I4/mcm,3,2.26,-3.3463899732845,0.020927286000000045
LaAlO3,22215,I4/mcm,3,3.585,-3.55682105752725,0.00434149099999992
Na2UO4,3939,Fmmm,3,3.16,-2.68701202682034,0.06512290357143025
GePb3O5,22595,P2,3,1.8,-1.46323909826597,0.11182259613041823
Sr2CuOsO6,23191,I4/m,4,0.0,-2.01253008169595,0.0
SrMoO3,22080,Imma,3,0.0,-2.60896424952725,0.028263710181275048
LiAsO3,22849,R-3,3,3.942,-1.81956723352725,0.004568760000000172
Ba2YTaO6,23934,Fm-3m,4,3.534,-3.40774966902725,0.002986654999999949
Ba2YNbO6,21893,Fm-3m,4,2.99,-3.28500442002725,0.006274799000002496
Ba2NdIrO6,23393,Fm-3m,4,0.0,-2.52529246902725,0.002635918000002402
Ba2PrNbO6,23128,R-3,4,3.377,-3.19072814627725,0.0015063350000001918
Ba2FeMoO6,23299,Fm-3m,4,0.0,-2.53601130236868,0.03257381499999967
Ba2MnTeO6,24897,Fm-3m,4,1.139,-2.35595750608177,0.002841709500000178
Sr2YTaO6,23435,I4/m,4,4.078,-3.41521125802725,0.015716659999999827
TiBO3,24692,R-3c,3,0.0,-2.82412413228451,0.051580909999993985
BiB3O6,22034,P1,3,4.064,-2.34304530902725,0.06679292425000005
Ba2LaIrO6,23392,Fm-3m,4,0.0,-2.54156207452725,0.001548270999999879
Ba2LiOsO6,25545,Fm-3m,4,0.0,-2.27496765252725,0.0026333009999999213
Ba2LaIrO6,22073,P-1,4,0.0,-2.54311034552725,0.0
Pb2ClOF,22569,Cmma,4,2.58,-1.8184195741258,0.0
CrBiO3,23280,R3c,3,1.759,-1.9528716363791,0.02707500375000471
MnRePb2O6,22426,Fm-3m,4,0.0,-1.67833834724844,0.026204083999999073
AgSbO3,23077,R-3,3,0.215,-1.26585079502725,0.016546385000000052
BaSbClO2,22634,Cmcm,4,2.978,-2.34258316447533,0.0
Eu4Sb2O,24768,I4/mmm,3,0.64,-1.84919466512554,0.00037841142856720467
LaN3O6,24368,R3m,3,2.074,-1.2824882721303,0.0
CaRhO3,20858,Cmcm,3,0.0,-1.94199309552725,0.0003633715000022075
Ba2NaOsO6,25546,Fm-3m,4,0.0,-2.23310885361242,0.0028500060000000715
Na2CuO2,27130,P21/m,3,0.0,-1.24118260102956,0.09526144100000145
Sr2Cu3O5,26342,Immm,3,0.0,-1.68092951744548,0.05144591549999955
Ba2I2O,24596,Ibam,3,3.103,-2.33572092614708,0.0
YbBO3,25487,R-3c,3,0.0,-2.75019052952725,0.1615647669121274
Ba2LaIrO6,22074,C2/m,4,0.0,-2.54292627152725,0.0001840739999998675
Sr2I2O,25133,Ibam,3,3.477,-2.31016009014708,0.0
Ba2EuTaO6,20287,I4/m,4,0.0,-3.08436060952725,0.030400170000002724
Sr3Fe2O5,26843,Immm,3,0.609,-2.41459709662222,0.0008363750000044412
Ba2BiIrO6,22098,R-3,4,0.0,-1.95574408102725,0.013612519939403489
Ba2EuNbO6,23187,I4/m,4,0.0,-2.96328865952725,0.04669765275000026
Ba2YTaO6,23938,I4/m,4,3.719,-3.40871826502725,0.002018059000000072
NaIrO3,23875,Cmcm,3,0.0,-1.32758672869758,0.004380413000000027
MoBr2O2,27104,Cc,3,1.341,-1.56068188031784,0.0004005919999954255
Eu3AuO6,25414,P-1,3,0.0,-2.13452550552725,0.158285807603034
Ba2NdNbO6,20085,C2/m,4,3.211,-3.21052347002725,0.0007115510000024194
Ba2TbNbO6,23252,I4/m,4,3.224,-3.22197089599392,0.0035947109999989735
Ba2NdMoO6,21890,P-1,4,0.0,-2.93307056502725,0.004540126888728402
Ba2Br2O,27188,Ibam,3,3.361,-2.62773013414209,0.002826093999989787
Gd3AuO6,25412,P-1,3,1.828,-2.97150461477725,0.0
Eu4Bi2O,24769,I4/mmm,3,0.557,-1.77367796655411,0.0
UBrO2,1837,Cmcm,3,2.086,-2.93744924542436,0.0
Ba2LaNbO6,21891,C2/m,4,3.197,-3.22488451252725,0.0
Eu2BrO2,26193,C2/m,3,0.0,-2.73906728483467,0.12602475499999954
CeBiS2O,1622,P4/nmm,4,1.051,-1.86453392028109,0.015876009750001918
LiIO3,3781,C2,3,0.0,-1.00722983801292,0.23910226299999993
NbI3O,26494,C2,3,1.016,-1.21779937963274,0.0023815040000016996
BaTbO3,2279,R-3c,3,0.0,-2.82516417146059,0.13775391749999688
OsO4,1619,C2/c,2,3.206,-1.265475691703,0.0
Ba2BiIrO6,22099,P-1,4,0.0,-1.95482371802725,0.014532882939403358
Ba2UPbO6,21262,Fm-3m,4,2.174,-2.75067039077966,0.08149152862500042
PaBr3O,1996,C2/m,3,2.405,-1.93347589662525,0.07294057371370366
CaFeClO2,12680,Cm,4,0.535,-1.74305392115817,0.580615817
KSO2F,15806,P21/m,4,4.013,-2.10681415298039,0.0016536720933073568
Ba2CePtO6,12144,Fm-3m,4,0.0,-2.37094515527725,0.0
Bi2O3,21433,P42/mcm,2,0.0,-1.32948549152725,0.14454203449999992
CdH2O2,7213,Cm,3,1.875,-1.20260833722517,0.008944383
BaCeO3,15673,Imma,3,0.0,-2.77241075202725,0.16326131650000564
TiFeO3,23297,Cmcm,3,1.11,-2.49316851896735,0.10935220653327793
SrHfO3,20832,I4/mcm,3,4.29,-3.64686008852725,0.006125608999999699
Bi2O3,21435,R3m,2,2.256,-1.39279213352725,0.0812353925
LaTlO3,22557,P63mc,3,0.396,-2.16489187352725,0.1632438546210806
BaPrO3,20726,Imma,3,0.0,-2.80541737802725,0.1605464250000046
MnClO3,26301,Cmc21,3,1.854,-0.675233009093451,0.4734416123816251
OsO4,4426,C2/c,2,3.265,-1.265452652703,2.3039000000002474e-05
NaNO3,2318,R-3c,3,3.119,-1.24545216176628,0.0
BaTbO3,11187,I4/mcm,3,0.0,-2.82162208446059,0.1412960044999969
RuO4,26077,C2/c,2,2.057,-0.861912729703003,0.004900094499999952
Ba2GdSbO6,6299,Fm-3m,4,0.0,-0.853119470777253,2.0598335169999995
Ba2LuSbO6,6301,Fm-3m,4,0.0,-0.732068020527252,2.2322925040000015
BaCeO3,14371,R-3c,3,0.0,-2.76584944602725,0.16982262250000568
BaPrO3,20727,R-3c,3,0.0,-2.80020819902725,0.165755604000005
V7O3,20699,C2/m,2,0.0,-0.976623951462855,0.3810825838861529
Al2O3,21959,P1,2,4.916,-3.17539857752725,0.08966744999999987
Eu2I2O,26178,Ibam,3,3.08,-2.51779537114708,0.0
Ga2O3,20544,Cmcm,2,1.657,-1.81449659752725,0.28763265200000276
VH2O2,7425,Pnnm,3,1.761,-1.60811592928209,0.08494335356316629
Ba2YSbO6,6303,Fm-3m,4,0.0,-0.828131197527252,2.0913594470000003
Sr3Fe2O5,23955,Cmmm,3,0.776,-2.33595759062222,0.07947588100000447
Ba2YbSbO6,6300,Fm-3m,4,0.0,-0.894336498027253,1.7535004159999998
Ba2ScSbO6,6302,P-1,4,0.0,-0.611977138527253,2.307343269999997
RhO2F6,21820,P-1,3,0.0,-1.22632561961602,0.0
MgSiO3,21921,Cmcm,3,5.249,-2.81883713536059,0.2582968272499948
TlHgN3O6,5561,Pm-3,4,0.0,0.376696527157335,1.0269124116484316
Yb2Si2O7,3300,C2/m,3,0.0,-2.90117046737739,0.20832884015082742
Ba3In2O6,7052,I4/mmm,3,1.133,-2.35701081320659,0.0
Ba2Cu3Cl2O4,1683,I4/mmm,4,0.0,-1.7706672018013,0.0007113618181799897
Fe3PO7,6701,R3m,3,1.967,-1.97005244594127,0.010963458896799505
TlCdN3O6,5565,Pm-3,4,0.0,0.415014155790633,1.207001782926023
Cu2P2O7,5338,C2/m,3,0.0,-1.88489045749501,0.003149679545458417
CsCdN3O6,5564,Pm-3,4,0.0,0.235626676245178,1.230207016695548
KCdN3O6,5562,Pm-3,4,0.0,0.254760909426996,1.2455241860519002
Ni2P2O7,5850,C2/m,3,4.069,-2.14885304199514,0.011616881818180325
In2Ge2O7,3790,C2/m,3,2.318,-1.88851216465012,0.0
CsCdN3O6,10161,R3,4,2.348,-0.933638772845731,0.06094156760463898
NaNbO3,5545,Pm-3m,3,1.748,-2.66631761569758,0.03923895200000027
Li2O,18939,R-3m,2,5.083,-1.97958788529292,0.0
Ca3GeO,24700,Pm-3m,3,0.0,-1.66669974817575,0.002549000499999954
SiO2,2474,P42/mnm,2,5.643,-2.8882211322525,0.1853348149999996
Li2CuO2,4734,Immm,3,0.0,-1.5428878046889,0.04179741050000252
KNO3,1691,R3m,3,3.064,-1.27676621959595,0.003272022500000027
TeO2,10053,P42/mnm,2,0.0,-1.07926091836361,0.22040873416667006
NaClO4,6283,F-43m,3,4.804,-0.783434983330965,0.1001413791666661
CuRhO2,5700,R-3m,3,0.956,-0.867270500861127,0.001906369999999713
CaMnO3,22371,Pm-3m,3,0.0,-2.33948552796963,0.10470963949999534
NaNbO3,5543,Cmmm,3,1.751,-2.66717293169758,0.038383636000000276
Sc2O3,20289,P-3m1,2,3.62,-3.67702146552725,0.1303682570000002
La2O3,10228,P-3m1,2,3.938,-3.68768973352725,0.024848404750000164
Mg2P2O7,3861,C2/m,3,5.737,-2.85716069067314,0.0073961422727237824
Ba2ErRuO6,11207,Fm-3m,4,0.0,-2.69547382852725,0.0029964650000016135
NdGaO3,13654,Pm-3m,3,0.0,-1.38685468752725,1.5117494753750023
PrClO,6078,P4/nmm,3,4.718,-3.28920645299929,0.0016044650000024419
Mg2SiO4,5356,I4/mmm,3,3.886,-2.69385593954977,0.38481145821427987
YbBrO,5538,P4/nmm,3,0.0,-2.2133642060982,0.22898153916666342
Sr2CuI2O2,10013,I4/mmm,4,0.0,-1.91512155404302,0.0
LiNbO2,1723,P63/mmc,3,1.845,-2.55465870793938,0.0
CsHgN3O6,5560,Pm-3,4,0.0,0.188173883975517,1.0409824817815938
Yb2Si2O7,5454,C2,3,0.0,-2.90101182192284,0.20848748560537755
Sc2Si2O7,4462,C2/m,3,4.55,-3.43443707101375,0.0
BaNb4O6,7657,P4/mmm,3,0.0,-2.58263653684296,0.0
InAgO2,22791,R-3m,3,0.445,-1.26763889981438,0.003931868750000067
Dy2SO2,19144,P-3m1,3,3.184,-3.44267428582084,0.00011164399999996633
Sr2MnO4,5038,I4/mmm,3,0.0,-2.59498658367527,0.007577175096412425
PrGaO3,13653,Pm-3m,3,0.0,-1.34720901202725,1.5276405800000001
CuBiTeO,20247,P4/nmm,4,0.22,-0.726260020224771,0.0009936062499994458
NiAgO2,26097,P63/mmc,3,0.0,-0.748031620173798,0.03013684500000058
LaCuSO,15381,P4/nmm,4,2.093,-2.30349297289478,0.00015248124999978074
Mn2P2O7,3862,C2/m,3,3.488,-2.53177394940863,0.0024869799999960307
In2Si2O7,13446,C2/m,3,3.07,-2.51514789192284,0.0
Mg4H2O5,16430,P-3m1,3,4.501,-2.46278156003898,0.013055341068165305
Ga3PO7,11102,R3m,3,3.615,-2.27466011773738,0.009674063336561733
Pb2ClO2,5801,I4/mmm,3,0.0,-1.26495810347533,0.07022334174999667
Ba4As2O,6381,I4/mmm,3,0.828,-1.54240712655411,0.008780994999999958
Ca3Cu2Cl2O4,12585,I4/mmm,4,0.0,-2.19893181710248,0.0
Cs4CO4,23126,C2,3,1.861,-1.44469481677945,0.21520362616570776
NdBi2ClO4,16062,P4/mmm,4,1.485,-2.24087891051677,0.0
Mn2V2O7,4598,C2/m,3,1.304,-2.33829875874039,0.0
YCu2Bi2Se2O4,16418,I4/mmm,5,0.0,-1.58175351926264,0.0
Eu2TeO2,15787,I4/mmm,3,0.0,-2.27496144501817,0.44222820133333407
CsLaNb2O7,14827,P4/mmm,4,1.565,-3.02392452828648,0.0349781272835914
Ba2Tl2CuO6,12510,I4/mmm,4,0.0,-1.63256554608723,0.009301723689947972
U3O8,3480,Amm2,2,2.161,-3.3459095695093,0.016676204391232297
ScCuO2,10011,R-3m,3,3.013,-2.64003520961113,0.000899737500000164
Mn2As2O7,12563,C2/m,3,1.346,-1.80229863323409,0.0030282382425583787
KCdN3O6,16440,R3,4,2.372,-0.917743116027549,0.07302016059735528
LiFeAs2O7,13528,C2,4,2.487,-1.6880629899605,0.0
LiScAs2O7,20439,C2,4,3.775,-2.19796042237739,0.0
YBi2ClO4,16068,P4/mmm,4,1.628,-2.28753066801677,0.0
U3O8,3562,C222,2,0.0,-3.28128644314566,0.08129933075487239
TlClO4,6280,F-43m,3,4.961,-0.55733562735569,0.019029106666667017
Sr3Fe2O6,13326,I4/mmm,3,0.0,-2.463758080191,0.0
TaMn2O3,3285,P6/mmm,3,0.0,-1.33790705201,0.8915259214611286
Ni2As2O7,12562,C2/m,3,2.734,-1.41778103854788,0.02876404352804962
Cd2As2O7,24196,C2/m,3,1.871,-1.49032191010466,0.015813360018386513
KNb4O5F,15726,P4/mmm,4,0.0,-2.48743123304772,0.0
Tb2Ti2S2O5,16376,I4/mmm,4,0.675,-2.99067183039331,0.0
O,20034,C2/m,1,0.959,0.0,0.0
LiGaAs2O7,20440,C2,4,3.019,-1.75649506692284,0.026728284659064
NiAg2O2,26236,R-3m,3,0.0,-0.576201088639038,0.060672450000000655
KBiO2,24868,C2/c,3,1.879,-1.59410773543938,0.0
CsCuO2,2984,Cmcm,3,1.24,-1.21688916836113,0.0
Na2Cu2TeO6,21680,C2/m,4,0.0,-1.35719591942574,0.025376627466972446
Er2Si2O7,19444,C2/m,3,5.071,-3.52293655737739,0.004138246363639908
EuBi2ClO4,16064,P4/mmm,4,0.0,-1.91943192739177,0.0867744685937488
LiAlAs2O7,20438,C2,4,3.515,-2.03834582465012,0.01600916328212376
Li5SbO5,22871,C2/m,3,3.378,-2.07783662494489,0.0
Ba2MgB2O6,13635,R-3m,4,4.932,-2.98024004313084,0.001228412727269923
Cu2As2O7,20506,C2/m,3,0.0,-1.1626404395023,0.019375903316934062
U3O8,5464,Amm2,2,2.344,-3.34901594132748,0.01356983257305222
Pr2Ti2S2O5,25332,I4/mmm,4,0.96,-3.06190392090846,0.002271053636358822
Li5BiO5,22872,Cm,3,1.763,-1.83599690858125,0.0
Ga3PO7,20505,Cm,3,3.617,-2.27521084137375,0.009123339700191746
YFe2O4,12365,R-3m,3,0.0,-2.3611946836205,0.05184153911110734
Ba2CdB2O6,22251,C2/m,4,3.475,-2.66787348502478,0.0
TlCdN3O6,16441,R3,4,2.022,-0.727714543300277,0.06427308383511288
Sr2MgB2O6,23002,C2/m,4,4.958,-3.04282997585811,0.0
La2CuO4,3754,Fmmm,3,0.0,-2.84215158502886,0.05745864190071348
